repo_full_name,pr_number,pr_title,created_at,merged_at,closed_at,status,library_name,days_to_resolution
firecrawl/firecrawl,1770,apps/api(deps): bump the prod-deps group in /apps/api with 62 updates,2025-07-07,,2025-07-14,closed,unknown,7.0
firecrawl/firecrawl,1733,apps/api(deps): bump the prod-deps group across 1 directory with 62 updates,2025-06-30,,2025-07-04,closed,unknown,4.0
firecrawl/firecrawl,1696,apps/test-suite(deps): bump the prod-deps group across 1 directory with 10 updates,2025-06-23,,2025-07-28,closed,unknown,35.0
firecrawl/firecrawl,1691,apps/api(deps): bump the prod-deps group across 1 directory with 61 updates,2025-06-20,,2025-06-30,closed,unknown,9.0
firecrawl/firecrawl,1689,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2025-06-20,,2025-07-28,closed,unknown,38.0
firecrawl/firecrawl,1673,apps/test-suite(deps): bump the prod-deps group across 1 directory with 9 updates,2025-06-16,,2025-06-23,closed,unknown,7.0
firecrawl/firecrawl,1672,apps/test-suite(deps-dev): bump the dev-deps group across 1 directory with 4 updates,2025-06-16,,2025-07-28,closed,unknown,42.0
firecrawl/firecrawl,1671,apps/api(deps-dev): bump the dev-deps group across 1 directory with 11 updates,2025-06-16,,2025-06-20,closed,unknown,5.0
firecrawl/firecrawl,1650,apps/test-suite(deps-dev): bump the dev-deps group across 1 directory with 4 updates,2025-06-09,,2025-06-16,closed,unknown,7.0
firecrawl/firecrawl,1619,apps/api(deps): bump the prod-deps group across 1 directory with 62 updates,2025-06-02,,2025-06-20,closed,unknown,18.0
firecrawl/firecrawl,1618,apps/api(deps-dev): bump the dev-deps group across 1 directory with 10 updates,2025-06-02,,2025-06-16,closed,unknown,13.0
firecrawl/firecrawl,1614,apps/api(deps): bump the prod-deps group across 1 directory with 62 updates,2025-06-02,,2025-06-02,closed,unknown,1.0
firecrawl/firecrawl,1613,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2025-06-02,,2025-06-02,closed,unknown,1.0
firecrawl/firecrawl,1612,apps/test-suite(deps-dev): bump the dev-deps group across 1 directory with 5 updates,2025-06-02,,2025-06-09,closed,unknown,7.0
firecrawl/firecrawl,1611,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 8 updates,2025-06-02,,2025-06-16,closed,unknown,14.0
firecrawl/firecrawl,1567,apps/api(deps): bump the prod-deps group across 1 directory with 63 updates,2025-05-19,,2025-06-02,closed,unknown,14.0
firecrawl/firecrawl,1543,apps/api(deps): bump the prod-deps group across 1 directory with 62 updates,2025-05-12,,2025-05-19,closed,unknown,7.0
firecrawl/firecrawl,1542,apps/api(deps-dev): bump the dev-deps group across 1 directory with 10 updates,2025-05-12,,2025-06-02,closed,unknown,21.0
firecrawl/firecrawl,1516,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2025-05-05,,2025-05-12,closed,unknown,7.0
firecrawl/firecrawl,1515,apps/api(deps): bump the prod-deps group in /apps/api with 61 updates,2025-05-05,,2025-05-12,closed,unknown,7.0
firecrawl/firecrawl,1493,apps/api(deps): bump the prod-deps group across 1 directory with 62 updates,2025-04-23,,2025-04-30,closed,unknown,8.0
firecrawl/firecrawl,1484,apps/api(deps): bump the prod-deps group across 1 directory with 63 updates,2025-04-21,,2025-04-23,closed,unknown,2.0
firecrawl/firecrawl,1463,apps/api(deps): bump the prod-deps group across 1 directory with 60 updates,2025-04-15,,2025-04-21,closed,unknown,6.0
firecrawl/firecrawl,1454,apps/api(deps): bump the prod-deps group across 1 directory with 56 updates,2025-04-14,,2025-04-15,closed,unknown,1.0
firecrawl/firecrawl,1453,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2025-04-14,,2025-04-30,closed,unknown,17.0
firecrawl/firecrawl,1449,apps/api(deps): bump the prod-deps group across 1 directory with 55 updates,2025-04-12,,2025-04-14,closed,unknown,1.0
firecrawl/firecrawl,1444,apps/api(deps): bump the prod-deps group across 1 directory with 54 updates,2025-04-11,,2025-04-12,closed,unknown,2.0
firecrawl/firecrawl,1425,apps/api(deps-dev): bump the dev-deps group across 1 directory with 9 updates,2025-04-08,,2025-04-08,closed,unknown,0.0
firecrawl/firecrawl,1415,apps/api(deps-dev): bump the dev-deps group in /apps/api with 10 updates,2025-04-07,,2025-04-08,closed,unknown,1.0
firecrawl/firecrawl,1402,apps/api(deps): bump the prod-deps group across 1 directory with 56 updates,2025-04-01,,2025-04-11,closed,unknown,10.0
firecrawl/firecrawl,1396,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2025-03-31,,2025-04-01,closed,unknown,1.0
firecrawl/firecrawl,1394,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 4 updates,2025-03-31,,2025-06-02,closed,unknown,63.0
firecrawl/firecrawl,1393,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 8 updates,2025-03-31,,2025-05-26,closed,unknown,56.0
firecrawl/firecrawl,1377,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 4 updates,2025-03-24,,2025-03-28,closed,unknown,4.0
firecrawl/firecrawl,1376,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 8 updates,2025-03-24,,2025-03-28,closed,unknown,4.0
firecrawl/firecrawl,1375,apps/api(deps-dev): bump the dev-deps group in /apps/api with 8 updates,2025-03-24,,2025-03-28,closed,unknown,4.0
firecrawl/firecrawl,1374,apps/api(deps): bump the prod-deps group in /apps/api with 56 updates,2025-03-24,,2025-04-01,closed,unknown,8.0
firecrawl/firecrawl,1356,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2025-03-17,,2025-03-17,closed,unknown,0.0
firecrawl/firecrawl,1355,apps/api(deps): bump the prod-deps group in /apps/api with 56 updates,2025-03-17,,2025-03-17,closed,unknown,0.0
firecrawl/firecrawl,1354,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 4 updates,2025-03-17,,2025-03-17,closed,unknown,1.0
firecrawl/firecrawl,1353,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 7 updates,2025-03-17,,2025-03-17,closed,unknown,1.0
firecrawl/firecrawl,1318,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 4 updates,2025-03-10,,2025-03-13,closed,unknown,3.0
firecrawl/firecrawl,1317,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 7 updates,2025-03-10,,2025-03-13,closed,unknown,3.0
firecrawl/firecrawl,1316,apps/api(deps-dev): bump the dev-deps group in /apps/api with 9 updates,2025-03-10,,2025-03-13,closed,unknown,3.0
firecrawl/firecrawl,1315,apps/api(deps): bump the prod-deps group in /apps/api with 56 updates,2025-03-10,,2025-03-13,closed,unknown,3.0
firecrawl/firecrawl,1290,apps/test-suite(deps): bump the prod-deps group across 1 directory with 7 updates,2025-03-03,,2025-03-05,closed,unknown,2.0
firecrawl/firecrawl,1289,apps/test-suite(deps-dev): bump the dev-deps group across 1 directory with 4 updates,2025-03-03,,2025-03-05,closed,unknown,2.0
firecrawl/firecrawl,1288,apps/api(deps): bump the prod-deps group across 1 directory with 56 updates,2025-03-03,,2025-03-05,closed,unknown,2.0
firecrawl/firecrawl,1287,apps/api(deps-dev): bump the dev-deps group across 1 directory with 9 updates,2025-03-03,,2025-03-05,closed,unknown,2.0
firecrawl/firecrawl,1252,apps/api(deps): bump the prod-deps group across 1 directory with 54 updates,2025-02-24,,2025-03-03,closed,unknown,7.0
firecrawl/firecrawl,1251,apps/api(deps-dev): bump the dev-deps group across 1 directory with 9 updates,2025-02-24,,2025-03-03,closed,unknown,7.0
firecrawl/firecrawl,1250,apps/test-suite(deps): bump the prod-deps group across 1 directory with 7 updates,2025-02-24,,2025-03-03,closed,unknown,7.0
firecrawl/firecrawl,1235,apps/api(deps): bump the prod-deps group across 1 directory with 50 updates,2025-02-21,,2025-02-24,closed,unknown,3.0
firecrawl/firecrawl,1233,apps/api(deps-dev): bump the dev-deps group across 1 directory with 9 updates,2025-02-21,,2025-02-24,closed,unknown,3.0
firecrawl/firecrawl,1226,apps/api(deps): bump the prod-deps group across 1 directory with 49 updates,2025-02-20,,2025-02-21,closed,unknown,1.0
firecrawl/firecrawl,1209,apps/api(deps): bump the prod-deps group across 1 directory with 52 updates,2025-02-19,,2025-02-20,closed,unknown,1.0
firecrawl/firecrawl,1190,apps/api(deps): bump the prod-deps group across 1 directory with 50 updates,2025-02-17,,2025-02-19,closed,unknown,3.0
firecrawl/firecrawl,1189,apps/test-suite(deps): bump the prod-deps group across 1 directory with 7 updates,2025-02-17,,2025-02-24,closed,unknown,7.0
firecrawl/firecrawl,1188,apps/test-suite(deps-dev): bump the dev-deps group across 1 directory with 4 updates,2025-02-17,,2025-03-03,closed,unknown,14.0
firecrawl/firecrawl,1187,apps/api(deps-dev): bump the dev-deps group across 1 directory with 14 updates,2025-02-17,,2025-02-21,closed,unknown,4.0
firecrawl/firecrawl,1159,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2025-02-10,,2025-02-17,closed,unknown,7.0
firecrawl/firecrawl,1158,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 7 updates,2025-02-10,,2025-02-17,closed,unknown,7.0
firecrawl/firecrawl,1157,apps/api(deps-dev): bump the dev-deps group in /apps/api with 14 updates,2025-02-10,,2025-02-17,closed,unknown,7.0
firecrawl/firecrawl,1156,apps/api(deps): bump the prod-deps group in /apps/api with 49 updates,2025-02-10,,2025-02-17,closed,unknown,7.0
firecrawl/firecrawl,1155,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2025-02-10,,2025-08-21,closed,unknown,192.0
firecrawl/firecrawl,1125,apps/api(deps-dev): bump the dev-deps group in /apps/api with 13 updates,2025-02-03,,2025-02-03,closed,unknown,0.0
firecrawl/firecrawl,1124,apps/api(deps): bump the prod-deps group in /apps/api with 48 updates,2025-02-03,,2025-02-03,closed,unknown,0.0
firecrawl/firecrawl,1123,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2025-02-03,,2025-02-03,closed,unknown,0.0
firecrawl/firecrawl,1122,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2025-02-03,,2025-02-03,closed,unknown,0.0
firecrawl/firecrawl,1121,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 7 updates,2025-02-03,,2025-02-03,closed,unknown,0.0
firecrawl/firecrawl,1098,apps/api(deps-dev): bump the dev-deps group in /apps/api with 12 updates,2025-01-27,,2025-01-28,closed,unknown,2.0
firecrawl/firecrawl,1097,apps/api(deps): bump the prod-deps group in /apps/api with 47 updates,2025-01-27,,2025-01-28,closed,unknown,2.0
firecrawl/firecrawl,1096,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2025-01-27,,2025-01-28,closed,unknown,2.0
firecrawl/firecrawl,1095,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2025-01-27,,2025-01-28,closed,unknown,2.0
firecrawl/firecrawl,1094,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 7 updates,2025-01-27,,2025-01-28,closed,unknown,2.0
firecrawl/firecrawl,1079,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2025-01-20,,2025-01-23,closed,unknown,3.0
firecrawl/firecrawl,1078,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 7 updates,2025-01-20,,2025-01-23,closed,unknown,3.0
firecrawl/firecrawl,1077,apps/api(deps-dev): bump the dev-deps group in /apps/api with 12 updates,2025-01-20,,2025-01-23,closed,unknown,3.0
firecrawl/firecrawl,1076,apps/api(deps): bump the prod-deps group in /apps/api with 47 updates,2025-01-20,,2025-01-23,closed,unknown,3.0
firecrawl/firecrawl,1075,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2025-01-20,,2025-01-23,closed,unknown,3.0
firecrawl/firecrawl,1062,apps/api(deps): bump the prod-deps group across 1 directory with 47 updates,2025-01-14,,2025-01-14,closed,unknown,0.0
firecrawl/firecrawl,1060,apps/api(deps): bump the prod-deps group across 1 directory with 47 updates,2025-01-13,,2025-01-14,closed,unknown,0.0
firecrawl/firecrawl,1059,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2025-01-13,,2025-01-14,closed,unknown,0.0
firecrawl/firecrawl,1058,apps/api(deps-dev): bump the dev-deps group in /apps/api with 12 updates,2025-01-13,,2025-01-13,closed,unknown,1.0
firecrawl/firecrawl,1057,apps/api(deps): bump the prod-deps group in /apps/api with 47 updates,2025-01-13,,2025-01-13,closed,unknown,1.0
firecrawl/firecrawl,1056,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2025-01-13,,2025-01-14,closed,unknown,1.0
firecrawl/firecrawl,1055,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 7 updates,2025-01-13,,2025-01-14,closed,unknown,1.0
firecrawl/firecrawl,1054,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2025-01-13,,2025-01-14,closed,unknown,1.0
firecrawl/firecrawl,1043,apps/api(deps-dev): bump the dev-deps group in /apps/api with 12 updates,2025-01-06,,2025-01-06,closed,unknown,0.0
firecrawl/firecrawl,1042,apps/api(deps): bump the prod-deps group in /apps/api with 46 updates,2025-01-06,,2025-01-06,closed,unknown,0.0
firecrawl/firecrawl,1041,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2025-01-06,,2025-01-06,closed,unknown,0.0
firecrawl/firecrawl,1040,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2025-01-06,,2025-01-06,closed,unknown,0.0
firecrawl/firecrawl,1039,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 7 updates,2025-01-06,,2025-01-06,closed,unknown,0.0
firecrawl/firecrawl,1026,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-12-30,,2024-12-30,closed,unknown,0.0
firecrawl/firecrawl,1025,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 7 updates,2024-12-30,,2024-12-30,closed,unknown,0.0
firecrawl/firecrawl,1024,apps/api(deps-dev): bump the dev-deps group in /apps/api with 12 updates,2024-12-30,,2024-12-30,closed,unknown,0.0
firecrawl/firecrawl,1023,apps/api(deps): bump the prod-deps group in /apps/api with 46 updates,2024-12-30,,2024-12-30,closed,unknown,0.0
firecrawl/firecrawl,1022,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-12-30,,2024-12-30,closed,unknown,0.0
firecrawl/firecrawl,1008,apps/test-suite(deps): bump the prod-deps group across 1 directory with 7 updates,2024-12-23,,2024-12-23,closed,unknown,0.0
firecrawl/firecrawl,1007,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-12-23,,2024-12-23,closed,unknown,0.0
firecrawl/firecrawl,1006,apps/api(deps): bump the prod-deps group across 1 directory with 46 updates,2024-12-23,,2024-12-27,closed,unknown,5.0
firecrawl/firecrawl,988,apps/api(deps): bump the prod-deps group across 1 directory with 44 updates,2024-12-17,,2024-12-23,closed,unknown,6.0
firecrawl/firecrawl,986,apps/api(deps): bump the prod-deps group across 1 directory with 44 updates,2024-12-17,,2024-12-17,closed,unknown,0.0
firecrawl/firecrawl,985,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-12-17,,2024-12-24,closed,unknown,7.0
firecrawl/firecrawl,983,apps/api(deps): bump the prod-deps group across 1 directory with 44 updates,2024-12-16,,2024-12-17,closed,unknown,1.0
firecrawl/firecrawl,982,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-12-16,,2024-12-17,closed,unknown,1.0
firecrawl/firecrawl,981,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-12-16,,2024-12-24,closed,unknown,8.0
firecrawl/firecrawl,980,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 7 updates,2024-12-16,,2024-12-23,closed,unknown,7.0
firecrawl/firecrawl,967,apps/api(deps): bump the prod-deps group across 1 directory with 44 updates,2024-12-11,,2024-12-16,closed,unknown,4.0
firecrawl/firecrawl,966,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-12-11,,2024-12-16,closed,unknown,4.0
firecrawl/firecrawl,953,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-12-09,,2024-12-09,closed,unknown,0.0
firecrawl/firecrawl,952,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 7 updates,2024-12-09,,2024-12-09,closed,unknown,0.0
firecrawl/firecrawl,951,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-12-09,,2024-12-09,closed,unknown,0.0
firecrawl/firecrawl,950,apps/api(deps): bump the prod-deps group across 1 directory with 43 updates,2024-12-09,,2024-12-11,closed,unknown,3.0
firecrawl/firecrawl,949,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-12-09,,2024-12-11,closed,unknown,3.0
firecrawl/firecrawl,937,apps/api(deps): bump the prod-deps group across 1 directory with 41 updates,2024-12-02,,2024-12-09,closed,unknown,7.0
firecrawl/firecrawl,936,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-12-02,,2024-12-09,closed,unknown,7.0
firecrawl/firecrawl,935,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-12-02,,2024-12-04,closed,unknown,2.0
firecrawl/firecrawl,934,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-12-02,,2024-12-04,closed,unknown,2.0
firecrawl/firecrawl,933,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-12-02,,2024-12-04,closed,unknown,2.0
firecrawl/firecrawl,927,apps/api(deps): bump the prod-deps group across 1 directory with 41 updates,2024-11-26,,2024-12-02,closed,unknown,6.0
firecrawl/firecrawl,926,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-11-26,,2024-12-02,closed,unknown,6.0
firecrawl/firecrawl,923,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-11-25,,2024-11-29,closed,unknown,4.0
firecrawl/firecrawl,922,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-11-25,,2024-11-29,closed,unknown,4.0
firecrawl/firecrawl,921,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-11-25,,2024-11-29,closed,unknown,4.0
firecrawl/firecrawl,920,apps/api(deps): bump the prod-deps group in /apps/api with 42 updates,2024-11-25,,2024-11-26,closed,unknown,1.0
firecrawl/firecrawl,919,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-11-25,,2024-11-26,closed,unknown,1.0
firecrawl/firecrawl,907,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-11-18,,2024-11-18,closed,unknown,0.0
firecrawl/firecrawl,906,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-11-18,,2024-11-18,closed,unknown,0.0
firecrawl/firecrawl,905,apps/api(deps): bump the prod-deps group across 1 directory with 41 updates,2024-11-18,,2024-11-18,closed,unknown,0.0
firecrawl/firecrawl,904,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-11-18,,2024-11-18,closed,unknown,0.0
firecrawl/firecrawl,894,apps/api(deps): bump the prod-deps group across 1 directory with 40 updates,2024-11-12,,2024-11-18,closed,unknown,5.0
firecrawl/firecrawl,889,apps/api(deps): bump the prod-deps group across 1 directory with 41 updates,2024-11-11,,2024-11-12,closed,unknown,2.0
firecrawl/firecrawl,888,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-11-11,,2024-11-11,closed,unknown,1.0
firecrawl/firecrawl,887,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-11-11,,2024-11-11,closed,unknown,1.0
firecrawl/firecrawl,886,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-11-11,,2024-11-11,closed,unknown,1.0
firecrawl/firecrawl,876,apps/api(deps): bump the prod-deps group across 1 directory with 40 updates,2024-11-07,,2024-11-11,closed,unknown,3.0
firecrawl/firecrawl,875,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-11-07,,2024-11-25,closed,unknown,17.0
firecrawl/firecrawl,865,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-11-04,,2024-11-04,closed,unknown,1.0
firecrawl/firecrawl,864,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-11-04,,2024-11-04,closed,unknown,1.0
firecrawl/firecrawl,863,apps/api(deps): bump the prod-deps group across 1 directory with 39 updates,2024-11-04,,2024-11-07,closed,unknown,4.0
firecrawl/firecrawl,862,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-11-04,,2024-11-07,closed,unknown,4.0
firecrawl/firecrawl,861,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-11-04,,2024-11-04,closed,unknown,1.0
firecrawl/firecrawl,836,apps/api(deps): bump the prod-deps group across 1 directory with 38 updates,2024-10-28,,2024-11-04,closed,unknown,7.0
firecrawl/firecrawl,835,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-10-28,,2024-11-04,closed,unknown,7.0
firecrawl/firecrawl,834,apps/playwright-service(deps): bump the prod-deps group across 1 directory with 2 updates,2024-10-28,,2024-10-28,closed,unknown,0.0
firecrawl/firecrawl,833,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-10-28,,2024-10-28,closed,unknown,0.0
firecrawl/firecrawl,832,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-10-28,,2024-10-28,closed,unknown,0.0
firecrawl/firecrawl,805,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-10-21,,2024-10-23,closed,unknown,2.0
firecrawl/firecrawl,804,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-10-21,,2024-10-23,closed,unknown,2.0
firecrawl/firecrawl,803,apps/api(deps-dev): bump the dev-deps group in /apps/api with 12 updates,2024-10-21,,2024-10-28,closed,unknown,7.0
firecrawl/firecrawl,802,apps/api(deps): bump the prod-deps group in /apps/api with 37 updates,2024-10-21,,2024-10-28,closed,unknown,7.0
firecrawl/firecrawl,801,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-10-21,,2024-10-28,closed,unknown,7.0
firecrawl/firecrawl,778,apps/test-suite(deps): bump the prod-deps group across 1 directory with 6 updates,2024-10-14,,2024-10-14,closed,unknown,1.0
firecrawl/firecrawl,777,apps/test-suite(deps-dev): bump the dev-deps group across 1 directory with 3 updates,2024-10-14,,2024-10-14,closed,unknown,1.0
firecrawl/firecrawl,776,apps/playwright-service(deps): bump the prod-deps group across 1 directory with 2 updates,2024-10-14,,2024-10-19,closed,unknown,5.0
firecrawl/firecrawl,775,apps/api(deps): bump the prod-deps group across 1 directory with 37 updates,2024-10-14,,2024-10-19,closed,unknown,5.0
firecrawl/firecrawl,774,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-10-14,,2024-10-19,closed,unknown,5.0
firecrawl/firecrawl,743,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-10-07,,2024-10-14,closed,unknown,7.0
firecrawl/firecrawl,742,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-10-07,,2024-10-14,closed,unknown,7.0
firecrawl/firecrawl,741,apps/api(deps): bump the prod-deps group across 1 directory with 36 updates,2024-10-07,,2024-10-14,closed,unknown,7.0
firecrawl/firecrawl,740,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-10-07,,2024-10-14,closed,unknown,7.0
firecrawl/firecrawl,719,apps/api(deps): bump the prod-deps group across 1 directory with 36 updates,2024-09-30,,2024-10-07,closed,unknown,7.0
firecrawl/firecrawl,718,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-09-30,,2024-10-14,closed,unknown,14.0
firecrawl/firecrawl,717,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-09-30,,2024-09-30,closed,unknown,0.0
firecrawl/firecrawl,716,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-09-30,,2024-09-30,closed,unknown,1.0
firecrawl/firecrawl,715,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-09-30,,2024-09-30,closed,unknown,1.0
firecrawl/firecrawl,695,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-09-23,,2024-09-23,closed,unknown,0.0
firecrawl/firecrawl,694,apps/api(deps): bump the prod-deps group across 1 directory with 35 updates,2024-09-23,,2024-09-30,closed,unknown,7.0
firecrawl/firecrawl,693,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-09-23,,2024-09-30,closed,unknown,7.0
firecrawl/firecrawl,692,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-09-23,,2024-09-23,closed,unknown,0.0
firecrawl/firecrawl,691,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-09-23,,2024-09-23,closed,unknown,0.0
firecrawl/firecrawl,673,apps/test-suite(deps-dev): bump the dev-deps group in /apps/test-suite with 3 updates,2024-09-16,,2024-09-17,closed,unknown,1.0
firecrawl/firecrawl,672,apps/test-suite(deps): bump the prod-deps group in /apps/test-suite with 6 updates,2024-09-16,,2024-09-19,closed,unknown,3.0
firecrawl/firecrawl,671,apps/playwright-service(deps): bump the prod-deps group in /apps/playwright-service with 2 updates,2024-09-16,,2024-09-19,closed,unknown,3.0
firecrawl/firecrawl,670,apps/api(deps): bump the prod-deps group across 1 directory with 34 updates,2024-09-16,,2024-09-23,closed,unknown,7.0
firecrawl/firecrawl,669,apps/api(deps-dev): bump the dev-deps group across 1 directory with 12 updates,2024-09-16,,2024-09-23,closed,unknown,7.0
firecrawl/firecrawl,646,apps/test-suite(deps): bump the prod-deps group across 1 directory with 6 updates,2024-09-09,,2024-09-09,closed,unknown,1.0
firecrawl/firecrawl,645,apps/playwright-service(deps): bump the prod-deps group across 1 directory with 2 updates,2024-09-09,,2024-09-09,closed,unknown,1.0
firecrawl/firecrawl,643,apps/api(deps): bump the prod-deps group across 1 directory with 33 updates,2024-09-09,,2024-09-16,closed,unknown,7.0
firecrawl/firecrawl,627,apps/api(deps): bump the prod-deps group across 1 directory with 33 updates,2024-09-05,,2024-09-09,closed,unknown,4.0
firecrawl/firecrawl,626,apps/api(deps-dev): bump the dev-deps group across 1 directory with 9 updates,2024-09-05,,2024-09-16,closed,unknown,11.0
firecrawl/firecrawl,605,apps/test-suite(deps): bump the prod-deps group across 1 directory with 6 updates,2024-09-02,,2024-09-09,closed,unknown,7.0
firecrawl/firecrawl,604,apps/api(deps): bump the prod-deps group across 1 directory with 32 updates,2024-09-02,,2024-09-05,closed,unknown,3.0
firecrawl/firecrawl,603,apps/api(deps-dev): bump the dev-deps group across 1 directory with 9 updates,2024-09-02,,2024-09-05,closed,unknown,3.0
firecrawl/firecrawl,596,apps/api(deps): bump the prod-deps group across 1 directory with 32 updates,2024-08-31,,2024-09-02,closed,unknown,2.0
firecrawl/firecrawl,580,apps/api(deps): bump the prod-deps group across 1 directory with 33 updates,2024-08-28,,2024-08-31,closed,unknown,3.0
